epoch,total_loss,mask_loss,box_loss,classifier_loss,lr
1,1.094556195171256,0.6642618900851199,0.08775505590203561,0.1160993130975648,0.005
2,0.7902975568645879,0.4473004756789458,0.09061221886230142,0.09113850650426589,0.005
3,0.7207746270455813,0.38208596408367157,0.10782383029398165,0.09885602248342414,0.005
4,0.6696282703625528,0.3342979903283872,0.12367058290462744,0.1045608079355014,0.005
5,0.6363234606228376,0.31104299269224467,0.13513472421388878,0.1006911601871252,0.005
6,0.618998668695751,0.3003178023194012,0.1367248283012917,0.09913467733483565,0.005
7,0.5991653611785487,0.2845548826612924,0.1407671362945908,0.09889522322306507,0.005
8,0.5711656565728941,0.27964139533670324,0.13145863460867027,0.09380334772561726,0.005
9,0.5415657139138171,0.27411374685011414,0.12033895658035028,0.08596951749763991,0.005
10,0.5078015743117583,0.25208607551298645,0.11664627619871967,0.08364168623168218,0.005
11,0.5076877890448821,0.25418877170274135,0.11528028635994385,0.08410253062060005,0.005
12,0.481005501590277,0.24345220154837557,0.10894101760105084,0.07762366052913039,0.005
13,0.4576999662738097,0.2329431235005981,0.1047754672012831,0.07349817494028493,0.005
14,0.4365019100277047,0.22142048650666288,0.1012329307237738,0.07081662196862071,0.005
15,0.41561886276069443,0.21384380248032117,0.09600474352115079,0.06507932149658077,0.005
16,0.39980299221841914,0.2086515101163011,0.09259783221702826,0.06020011458741991,0.005
17,0.38571861386299133,0.2020717267143099,0.08850515271095853,0.05783629378205851,0.005
18,0.36506120625295135,0.19463867027508586,0.08444289343529626,0.05182882589533141,0.005
19,0.35400839306806264,0.18893481477310783,0.0808857671524349,0.050379809237232336,0.005
20,0.3408544181208861,0.18346357031872398,0.07765669209000312,0.04700835789308736,0.005
21,0.32425103885562795,0.17680069764978007,0.07336123964112055,0.04423192344409855,0.005
22,0.31698367234907654,0.17451239730182447,0.0719787543149371,0.04218789905701813,0.005
23,0.308662658067126,0.1727832951828053,0.06900629234549246,0.03948604560604221,0.005
24,0.2948292278145489,0.16699393015158803,0.06416663140254586,0.037089807177452666,0.005
25,0.2860419769820414,0.16452983962862114,0.06162937103133453,0.03491060845063705,0.005
26,0.2790435972182374,0.1613261464395021,0.059714755827659054,0.033799979786731695,0.005
27,0.27301796760998276,0.15960914837686638,0.057042398195909824,0.03272849208626308,0.005
28,0.2649847931767765,0.15565598403152667,0.055575872232255186,0.0315385536829892,0.005
29,0.25813667789885875,0.15507885245116135,0.05231676260499578,0.02940646671739064,0.005
30,0.25594785064458847,0.15270396439652695,0.05113909609223667,0.03013347662789257,0.005
31,0.2456074455066731,0.14926979533935847,0.04860713783847658,0.02797339018434286,0.005
32,0.23935798085049578,0.14580634471617246,0.047491467704898434,0.026662731592200305,0.005
33,0.23549714880554298,0.14543786546901652,0.046043553781744684,0.02594419247715881,0.005
34,0.23313648214465693,0.14362986013293266,0.04581665237875361,0.025583035631203337,0.005
35,0.2240334153175354,0.1399658630160909,0.0429619920783137,0.02428969733515068,0.005
36,0.22011643295225344,0.13944308734253832,0.041287013329565525,0.02322192323443137,0.005
37,0.21496982872486115,0.13799843192100525,0.039173557128953304,0.02221378465918334,0.005
38,0.21577023479499316,0.1381059839929405,0.04005979084850926,0.02237236127257347,0.005
39,0.21953115886763522,0.13759914158206238,0.04194899388637982,0.023418212088903313,0.005
40,0.2142968197402201,0.1369505393269815,0.03957227450844489,0.02213764126951757,0.005
41,0.20995376964932994,0.13482110457200752,0.03889664576241845,0.021593648891307805,0.005
42,0.2078624140275152,0.13437068403551453,0.03799927327781916,0.02124845270851725,0.005
43,0.2096770907703199,0.13498587102482193,0.03856092637502834,0.02152066327337372,0.005
44,0.2035063795353237,0.13209719779460052,0.03644528195850159,0.0204496570176592,0.005
45,0.19724390655755997,0.12929233457697065,0.03518838504035222,0.01954479571922045,0.005
46,0.1914755313804275,0.1270318345019692,0.03326383424236586,0.01878407805863964,0.005
47,0.18911328245150416,0.12652494366231717,0.0323998217323893,0.01842880589691432,0.005
48,0.18812258698438344,0.1261957152501533,0.03233246073911065,0.018327618385420033,0.005
49,0.1858513900323918,0.12565472663233154,0.031303944703387585,0.017960333583974523,0.005
50,0.1848437448865489,0.1253511470399405,0.03124649670759314,0.01733977903955077,0.005
