epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,lr
1,1.613736253035696,1.3579584685238926,0.42268896102905273,0.27521511912345886,0.2949419319629669,0.7920085787773132,0.0001
2,1.4081385308190395,1.2351769425652244,0.5830647945404053,0.42403167486190796,0.47882694005966187,0.809802770614624,0.0001
3,1.30956632369443,1.1441185664046893,0.6577126979827881,0.5010929107666016,0.5870547890663147,0.7806377410888672,0.0001
4,1.2307196134015133,1.0932831384918906,0.5969049334526062,0.433522492647171,0.47735896706581116,0.8465263247489929,0.0001
5,1.149942729033922,0.9711035002361644,0.7070291638374329,0.555587887763977,0.6681522130966187,0.7946880459785461,0.0001
6,1.0802873090693825,1.0189836540005424,0.5785940885543823,0.41565364599227905,0.44833114743232727,0.8747939467430115,0.0001
7,1.020718780003096,0.8538379289887168,0.7023866772651672,0.5512498617172241,0.6634728312492371,0.794145405292511,0.0001
8,0.952050697646643,0.8315285525538705,0.6370291709899902,0.4731423258781433,0.5227188467979431,0.8625087738037109,0.0001
9,0.8699470405515871,0.7502291663126512,0.6846829652786255,0.536016047000885,0.5984495282173157,0.8347228765487671,0.0001
10,0.7997803382183376,0.6342028582637961,0.7052407264709473,0.5521237850189209,0.6305800080299377,0.8293974995613098,0.0001
11,0.6925642851151919,0.6944030265916478,0.6235384345054626,0.45905327796936035,0.5102365612983704,0.8543832302093506,0.0001
12,0.611148507187241,0.48210214417089114,0.7609893083572388,0.621821403503418,0.7252583503723145,0.8238906264305115,5e-05
13,0.5554056657772315,0.46844244138761,0.7511586546897888,0.6107990145683289,0.7118493914604187,0.8232365846633911,5e-05
14,0.5111462183688816,0.44120285185900604,0.7543233633041382,0.6135883331298828,0.7222325801849365,0.8182385563850403,5e-05
15,0.48815706685969706,0.41285219449888577,0.7640066146850586,0.6249351501464844,0.739569365978241,0.8126197457313538,5e-05
16,0.4868740645286284,0.3910484212366017,0.7757823467254639,0.6406787633895874,0.7605609893798828,0.8114666938781738,5e-05
17,0.42660642180003616,0.40440352531996643,0.7582505941390991,0.6187838912010193,0.7551145553588867,0.7894806861877441,5e-05
18,0.42967103931464645,0.4007809107953852,0.7580382823944092,0.6203219294548035,0.7939460277557373,0.7580933570861816,5e-05
19,0.4134911310515906,0.39058438553051517,0.7601936459541321,0.6226208806037903,0.7739824056625366,0.7775659561157227,5e-05
20,0.4030526611757906,0.3628012571822513,0.7766169905662537,0.6422151327133179,0.7756072282791138,0.801055908203125,5e-05
21,0.3819561349718194,0.3492844883691181,0.7816012501716614,0.6479392647743225,0.7738462090492249,0.8076155781745911,5e-05
22,0.3781656122913486,0.3557745584032752,0.7739571928977966,0.6401776671409607,0.8025563359260559,0.7753763198852539,5e-05
23,0.36876198433731733,0.3464483679695563,0.7800564765930176,0.645534336566925,0.7930650115013123,0.7867364883422852,5e-05
24,0.35192306967158066,0.3441324992613359,0.7804107069969177,0.6463137865066528,0.7788856029510498,0.8014950752258301,5e-05
25,0.36557251332621826,0.34556178613142535,0.7792689204216003,0.6446806788444519,0.7897836565971375,0.7910374999046326,5e-05
26,0.3650624289324409,0.3723854497075081,0.760321319103241,0.6208862066268921,0.7899800539016724,0.7600266933441162,5e-05
27,0.34868943024622767,0.38324427740140393,0.7478110790252686,0.6066058278083801,0.8424997329711914,0.6990491151809692,5e-05
28,0.3317027666458958,0.34546744146130304,0.7749846577644348,0.6403459310531616,0.8376843929290771,0.744817316532135,2.5e-05
29,0.31205397314931216,0.32765528999946336,0.7872945070266724,0.6555749177932739,0.7930447459220886,0.8030588030815125,2.5e-05
30,0.3275899043992946,0.32630312510512094,0.7857226729393005,0.6544159054756165,0.7965629696846008,0.7982011437416077,2.5e-05
31,0.2993960259972434,0.33526725457473233,0.7800116539001465,0.6466772556304932,0.7727109789848328,0.8101522326469421,2.5e-05
