epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,lr
1,1.3699107452442771,1.1911946480924434,0.5071331858634949,0.3489205837249756,0.41439318656921387,0.707899272441864,0.0001
2,1.1316339538285607,0.996159469539469,0.6880066990852356,0.5329829454421997,0.6616104245185852,0.7439712285995483,0.0001
3,1.0032049197899668,0.9708851955153726,0.5776535272598267,0.4140990078449249,0.4680989980697632,0.8469620943069458,0.0001
4,0.8954182282874459,0.7844399051232771,0.6994722485542297,0.5481346249580383,0.6578701138496399,0.789957582950592,0.0001
5,0.8032953425457603,0.7023820077831094,0.6918465495109558,0.538625180721283,0.6782311797142029,0.7413802742958069,0.0001
6,0.727936692928013,0.6365936886180531,0.6897467374801636,0.5354588031768799,0.6625185608863831,0.78685063123703,0.0001
7,0.6627329301677252,0.8764637302268635,0.5420132279396057,0.3852451741695404,0.4584525525569916,0.8308804631233215,0.0001
8,0.5902062952518463,0.57348917695609,0.6942252516746521,0.5388677716255188,0.6159149408340454,0.8272622227668762,0.0001
9,0.5502692037507108,0.48798740722916345,0.7206765413284302,0.5709198117256165,0.6542089581489563,0.8424962759017944,0.0001
10,0.4980426928714702,0.4830258393829519,0.720808207988739,0.5704600811004639,0.6597161293029785,0.8282010555267334,0.0001
11,0.46771254272837387,0.47778230160474777,0.7136623859405518,0.561799943447113,0.7587431073188782,0.7203774452209473,0.0001
12,0.47677165799235044,0.407293902202086,0.7535880208015442,0.6120285987854004,0.7441021800041199,0.7838537096977234,0.0001
13,0.42431523611671046,0.42380327595905826,0.734978199005127,0.5925126075744629,0.7328069806098938,0.7781888246536255,0.0001
14,0.410284923487588,0.38973196054046805,0.7507415413856506,0.6105419397354126,0.7969953417778015,0.7402615547180176,0.0001
15,0.38278120109125185,0.40137696401639417,0.7433717846870422,0.6004081964492798,0.7711961269378662,0.7422510981559753,0.0001
16,0.44332147801392957,0.41101510484110226,0.7344300746917725,0.5889672636985779,0.8111078143119812,0.7026994228363037,0.0001
17,0.3924862079714474,0.39465490356087685,0.7428609132766724,0.6025615930557251,0.791318416595459,0.7343951463699341,0.0001
18,0.3561292400485591,0.3854431123896079,0.7469840049743652,0.6062438488006592,0.8356236219406128,0.7005390524864197,0.0001
19,0.3327657907809082,0.3654916062951088,0.7604756951332092,0.6244760751724243,0.8096713423728943,0.7481889724731445,5e-05
20,0.3481288009176129,0.3482453497973355,0.7715277671813965,0.6346697807312012,0.8079109191894531,0.761746883392334,5e-05
21,0.32023859435790464,0.35013496537100186,0.7708276510238647,0.6348701119422913,0.7815206050872803,0.7882781624794006,5e-05
22,0.3239773535414746,0.3659810288385911,0.7557971477508545,0.6132785677909851,0.7254533171653748,0.8120614886283875,5e-05
23,0.34415903609049947,0.35024651749567554,0.7684575915336609,0.6327396631240845,0.8237660527229309,0.7444992065429688,5e-05
24,0.31392323519838483,0.3377104239030318,0.775457501411438,0.6405872106552124,0.8082099556922913,0.7695345878601074,5e-05
25,0.29224970848544646,0.32479610023173416,0.783856213092804,0.6515623331069946,0.8209235072135925,0.7703204154968262,5e-05
26,0.32433617781651647,0.33660131760618905,0.7784236073493958,0.6443158984184265,0.7641992568969727,0.8150854110717773,5e-05
27,0.3109534147538637,0.34667111933231354,0.771087646484375,0.6358609795570374,0.7782085537910461,0.7895383238792419,5e-05
28,0.3279825711720868,0.3448232967745174,0.7706496119499207,0.6343892216682434,0.818071722984314,0.7499423623085022,5e-05
29,0.32559751032998685,0.3372397084127773,0.7750621438026428,0.6406562328338623,0.7968756556510925,0.776433527469635,5e-05
30,0.31999171348778827,0.36109986020760104,0.7609986662864685,0.6223841309547424,0.8096216320991516,0.7464401125907898,5e-05
31,0.3140457684272214,0.3610455749387091,0.7614978551864624,0.623609185218811,0.7193524837493896,0.8359540104866028,5e-05
32,0.309636144555713,0.3278097395192493,0.7802419066429138,0.646879255771637,0.7717152833938599,0.8127803206443787,2.5e-05
33,0.29560630543059424,0.330970783802596,0.7773298025131226,0.644448459148407,0.8052071928977966,0.7784518599510193,2.5e-05
34,0.28808506107644033,0.3266411396590146,0.7803771495819092,0.6460376977920532,0.7998126149177551,0.7785797119140625,2.5e-05
35,0.2622190907009338,0.32395578412847087,0.783139705657959,0.6502516269683838,0.8082015514373779,0.775987982749939,2.5e-05
36,0.2891988660159864,0.32141811874779785,0.7840158343315125,0.6508954763412476,0.7673077583312988,0.8169047236442566,2.5e-05
37,0.2822801257042508,0.33366524292664096,0.775623083114624,0.6412855982780457,0.8357442021369934,0.7460228800773621,2.5e-05
38,0.29838800420494455,0.31388239630243997,0.7884853482246399,0.657474160194397,0.8129104375839233,0.7826211452484131,2.5e-05
39,0.2627815061101788,0.31888584183021024,0.7858953475952148,0.6531994938850403,0.761328399181366,0.8264867663383484,2.5e-05
40,0.26707881904746356,0.30851586095311423,0.790725827217102,0.6594656705856323,0.8173230886459351,0.7805049419403076,2.5e-05
41,0.24950202034884378,0.3231097222729163,0.782963752746582,0.6496492624282837,0.7702224850654602,0.813725471496582,2.5e-05
42,0.2708033285054721,0.3128051920370622,0.7885989546775818,0.6566068530082703,0.8260831236839294,0.7699906826019287,2.5e-05
43,0.2775714581734256,0.3146470957858996,0.788426399230957,0.6568547487258911,0.7865698933601379,0.8076164126396179,2.5e-05
44,0.2984168964781259,0.31283008510416205,0.7901592254638672,0.6594406366348267,0.8143497109413147,0.785080075263977,2.5e-05
45,0.26514711152566106,0.3160404163328084,0.788541316986084,0.6570000052452087,0.7925229072570801,0.8004908561706543,2.5e-05
46,0.2746129140846039,0.31361434574831615,0.78790283203125,0.6561997532844543,0.8120261430740356,0.7842115163803101,2.5e-05
47,0.2706106059057148,0.3035991964015094,0.7937474846839905,0.6642655730247498,0.8165432810783386,0.7879640460014343,1.25e-05
48,0.25128461763654886,0.30099582401188935,0.7953242659568787,0.6657074093818665,0.8058061003684998,0.7998002171516418,1.25e-05
49,0.25984120182693005,0.3244145153598352,0.7838366627693176,0.6518567204475403,0.782867431640625,0.8069049715995789,1.25e-05
50,0.25875500060225787,0.3031362227418206,0.7952252626419067,0.6662328839302063,0.8077782988548279,0.7985754013061523,1.25e-05
51,0.2507157182615054,0.30803412436084315,0.7917436361312866,0.6618325114250183,0.8180798888206482,0.7849287986755371,1.25e-05
52,0.28515533230414514,0.31037035110321914,0.7905087471008301,0.6599505543708801,0.8147342801094055,0.7866913676261902,1.25e-05
53,0.24188157749411307,0.30778956142338837,0.7917096018791199,0.6616718173027039,0.812281608581543,0.7893853783607483,1.25e-05
54,0.25820121688670233,0.3120639872821895,0.7893847823143005,0.6587462425231934,0.8145211338996887,0.7851327061653137,1.25e-05
55,0.24995641175069308,0.308662260459228,0.7915427684783936,0.6607173085212708,0.77680504322052,0.8223424553871155,6.25e-06
56,0.25821454528915255,0.3025562248446725,0.794902503490448,0.6657600402832031,0.797325849533081,0.8081741333007812,6.25e-06
57,0.24871730569161868,0.3072733377868479,0.7939185500144958,0.6643546223640442,0.7881114482879639,0.81528639793396,6.25e-06
58,0.2524745673137276,0.3141232952475548,0.7866511344909668,0.654346764087677,0.7735036611557007,0.8175504803657532,6.25e-06
59,0.2507517030952792,0.30624464086510916,0.7942169308662415,0.6645951271057129,0.7890619039535522,0.8146687746047974,6.25e-06
60,0.24313499592244625,0.3067272102290934,0.7924661636352539,0.6625614166259766,0.7975694537162781,0.8044675588607788,6.25e-06
61,0.23464746871276906,0.3077182912013747,0.7936913967132568,0.6637064814567566,0.7860726714134216,0.8160930275917053,3.125e-06
62,0.23946671383945564,0.3011814254251393,0.7953456044197083,0.6661263704299927,0.8089411854743958,0.7979252934455872,3.125e-06
63,0.23842045596163525,0.3083473918112842,0.7905776500701904,0.6598436236381531,0.7876656651496887,0.8107848167419434,3.125e-06
64,0.24090447051352576,0.3006913899020715,0.795741856098175,0.6664984822273254,0.8022087216377258,0.8037749528884888,3.125e-06
65,0.2585767756559347,0.30088056149807846,0.7961935997009277,0.6671963930130005,0.7953264117240906,0.8126093745231628,3.125e-06
66,0.23998047862397998,0.31081458350474184,0.7911996245384216,0.6606157422065735,0.792123556137085,0.8065339922904968,3.125e-06
67,0.23733656480908394,0.2991808026351712,0.7967455983161926,0.6679076552391052,0.8041307330131531,0.8048417568206787,3.125e-06
68,0.23020398626594166,0.30070584741505707,0.7959781289100647,0.6670557856559753,0.7932319641113281,0.8138266801834106,3.125e-06
69,0.22880636096784943,0.3043711171908812,0.79414302110672,0.664704442024231,0.7872980237007141,0.8173106908798218,3.125e-06
70,0.2307325419234602,0.2997600944204764,0.7962496876716614,0.6673623323440552,0.8088123202323914,0.799399733543396,3.125e-06
71,0.23598967629827952,0.2986543293703686,0.797431468963623,0.6689993739128113,0.8047876358032227,0.8053464889526367,3.125e-06
72,0.25223669125453424,0.30612236904827034,0.7924123406410217,0.6622215509414673,0.7859945297241211,0.8138676881790161,3.125e-06
73,0.2336684172286799,0.3013940548354929,0.796286404132843,0.6673859357833862,0.799984872341156,0.8066890239715576,3.125e-06
74,0.2240109572089032,0.31421947648579424,0.7874951958656311,0.6553851366043091,0.7808886766433716,0.8090549111366272,3.125e-06
75,0.2349668485357573,0.3032787956974723,0.7943822741508484,0.6648301482200623,0.7995072603225708,0.8038442730903625,3.125e-06
76,0.24988408063195253,0.30161804401061754,0.7963515520095825,0.6678188443183899,0.8013834953308105,0.8058719635009766,3.125e-06
77,0.2266372189317879,0.3208503011952747,0.7839820981025696,0.6513248682022095,0.7755580544471741,0.8106875419616699,3.125e-06
78,0.21618177653535417,0.3113070319999348,0.7901208400726318,0.6594387292861938,0.7708752751350403,0.825668215751648,1.5625e-06
79,0.23837543396573319,0.30553688312118704,0.7949738502502441,0.6659976840019226,0.8028653860092163,0.8031280636787415,1.5625e-06
80,0.24224985900678134,0.29811091687191615,0.7977799773216248,0.6693885922431946,0.8113603591918945,0.7985756993293762,1.5625e-06
81,0.23261326335762678,0.31310437247157097,0.788213312625885,0.6567978858947754,0.7846810221672058,0.8078144192695618,1.5625e-06
82,0.22596833384350726,0.30486303026025946,0.7940270304679871,0.6645916104316711,0.8040561676025391,0.7984611392021179,1.5625e-06
83,0.23503045874990916,0.3016736615787853,0.7956989407539368,0.6668961644172668,0.7940855026245117,0.8115243315696716,1.5625e-06
84,0.26105976879204573,0.3080296441912651,0.79145348072052,0.6608408093452454,0.7799050211906433,0.8191800117492676,1.5625e-06
85,0.25136730986598294,0.30042326043952594,0.7973048090934753,0.6688390374183655,0.8025571703910828,0.8066011071205139,1.5625e-06
86,0.23895580831326937,0.3022336851466786,0.7963129878044128,0.6676925420761108,0.7922641038894653,0.8145656585693359,1.5625e-06
87,0.23954612614684984,0.3050828521901911,0.791887104511261,0.6617239117622375,0.784830629825592,0.8146511912345886,7.8125e-07
88,0.23733871390945033,0.29466553100130777,0.7999337911605835,0.672473669052124,0.8058627843856812,0.8079257011413574,7.8125e-07
89,0.24007268014707064,0.3075086440552365,0.7942660450935364,0.6653091311454773,0.794826328754425,0.8104966878890991,7.8125e-07
